elements,imageUrlPath,studioEmail,styles,name
"Berlín, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Fauno.jpg,alexjaxtattoo@gmail.com,Realismo,Pale Skin
"Berlín, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Escritor.jpg,alexjaxtattoo@gmail.com,Realismo,Writer
"Berlín, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Dracula.jpg,alexjaxtattoo@gmail.com,Realismo,Dracula
"Berlín, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Cocodrile.jpg,alexjaxtattoo@gmail.com,Realismo,Crocodile
"Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Catrina.jpg,alexjaxtattoo@gmail.com,Realismo,Catrina
"Berlín, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Camila-tattoo.jpg,alexjaxtattoo@gmail.com,Realismo,Airedale Terrier
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Angler.jpg,alexjaxtattoo@gmail.com,Realismo,Angler Fish
,http://latatuadora.com/wp-content/uploads/2017/05/13497522_1146586005403642_2848889845167244617_o-1.jpg,akoa_20@hotmail.com,New School,Catrina Color
,http://latatuadora.com/wp-content/uploads/2017/05/IMG_8850.jpg,tintayagujas@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/IMG_8621.jpg,tintayagujas@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/IMG_8610.jpg,tintayagujas@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/IMG_8481.jpg,tintayagujas@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/IMG_8627.jpg,tintayagujas@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/IMG_8839.jpg,tintayagujas@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/IMG_8603.jpg,tintayagujas@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/IMG_8602.jpg,tintayagujas@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/IMG_8835.jpg,tintayagujas@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/IMG_8834.jpg,tintayagujas@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/ancla-water.jpg,argenisglue@gmail.com,Acuarela,
,http://latatuadora.com/wp-content/uploads/2017/05/ruby-tradi.jpg,argenisglue@gmail.com,old school,
,http://latatuadora.com/wp-content/uploads/2017/05/rosa-water2.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/daga-mich.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/estrella.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/moños-chineta.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/santo.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/niño.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/leon-puño.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/flores-black-work.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/rosa-water.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/rosas-1.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/ancla-mano.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/serpiente-tradi.jpg,argenisglue@gmail.com,old school,
,http://latatuadora.com/wp-content/uploads/2017/05/tribal.jpg,argenisglue@gmail.com,Tribal,
,http://latatuadora.com/wp-content/uploads/2017/05/skull-newschool.jpg,argenisglue@gmail.com,Skull,
,http://latatuadora.com/wp-content/uploads/2017/05/ruby-mona.jpg,argenisglue@gmail.com,,diseños
,http://latatuadora.com/wp-content/uploads/2017/05/skull-penacho.jpg,argenisglue@gmail.com,Skull,
,http://latatuadora.com/wp-content/uploads/2017/05/fusion-lobo-mascara.jpg,argenisglue@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/water-color-joss.jpg,argenisglue@gmail.com,Acuarela,
,http://latatuadora.com/wp-content/uploads/2017/05/18198987_10207087225059410_919114333063484593_n.jpg,argenisglue@gmail.com,"Acuarela, Realismo, Skull, Religioso, Ornamental, Polinesio, New School, Biomecánica, old school, Insecto, Fantasía, Celta, Figurativo, Gótico, Animal, Latino, Horror, Geométrico, Asiático, Dot Work, Tribal, Japones, Cartoon, Lorem Ipsum, abstracto",
"Blackwork, Ilustración",http://latatuadora.com/wp-content/uploads/2017/06/tatuaje_itzalha_luciernaga_junioig1.jpg,icaruspal.ink@gmail.com,"Dot Work, Figurativo, Insecto","LAMPYRIDAE. Tótem de luciérnaga para I. Muchas gracias por tu confianza y buena vibra, un gusto de sesión. Criaturas luminiscentes e info de tatuajes por inbox o icaruspal.ink@gmail.com -Para checar la versión close-up también sigan mi Instagram @icarus.pal -"
,http://latatuadora.com/wp-content/uploads/2017/05/tatuaje_zorro_mauricio_mayo_fb.jpg,icaruspal.ink@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/tatuaje_oso_sketchys_regi_insta.jpg,icaruspal.ink@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/tatuaje_mandragora_instagram.png,icaruspal.ink@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/tatuaje_krakenmiguel_marzo_editable.jpg,icaruspal.ink@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/tatuaje_flash_ojo_gerardo_mayoig.jpg,icaruspal.ink@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/tatuaje_escarabajo_mike_marzofb.jpg,icaruspal.ink@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/tatuaje_doubfulguest_sergio_insta.jpg,icaruspal.ink@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/tatuaje_dharma_DO_insta.jpg,icaruspal.ink@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/tatuaje_calamar_jaime_editable-copy.jpg,icaruspal.ink@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/05/tatuaje_ballena_frasco_leyre_ig.jpg,icaruspal.ink@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0722.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0753.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0772.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0784.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0789.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0801.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0812.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0814.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_1452.png,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_1456-1.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_1449.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_1448-1.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_1450.jpg,crack14tattoo3009@outlook.com,,Mujer gafas BLack and grey
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0037.jpg,crack14tattoo3009@outlook.com,,Detalles ¡
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0036-1.jpg,crack14tattoo3009@outlook.com,,Rostr mujer rosa / full color
mexico,http://latatuadora.com/wp-content/uploads/2017/06/IMG_7203.jpg,crack14tattoo3009@outlook.com,"Animal, Cartoon, Fantasía, Latino, New School, Realismo, Skull",Dani latymor
,http://latatuadora.com/wp-content/uploads/2017/06/5902100238667183be2b437f05383caa_cropped_image-1.jpeg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0773.jpg,crack14tattoo3009@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/4d89d399a6d74a1be4a128132b59c42d_cropped_image-1.jpeg,crack14tattoo3009@outlook.com,,Búho
"Ilustración, mexico",http://latatuadora.com/wp-content/uploads/2017/06/2a631c16291e56e93e8c73d295b4566d_cropped_image-1.jpeg,crack14tattoo3009@outlook.com,Realismo,Rosa
,http://latatuadora.com/wp-content/uploads/2017/06/8ec83fac5a609b9d43b1892dc6354ec4_cropped_image-1.jpeg,crack14tattoo3009@outlook.com,Acuarela,Colibrí
mexico,http://latatuadora.com/wp-content/uploads/2017/06/fd2b03f7685d0297b8041990a30b89c4_cropped_image-1.jpeg,crack14tattoo3009@outlook.com,"Animal, Fantasía, Realismo",Zorro
mexico,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0828.jpg,crack14tattoo3009@outlook.com,"Figurativo, Latino, Realismo",Tlaloc
mexico,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0811.jpg,crack14tattoo3009@outlook.com,Realismo,Águila
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0809.jpg,crack14tattoo3009@outlook.com,"abstracto, Realismo",Flores
,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0785.jpg,crack14tattoo3009@outlook.com,"Latino, Realismo",Padre & hijo
mexico,http://latatuadora.com/wp-content/uploads/2017/06/17309095_10211218510037645_5262057891723190701_n.jpg,crack14tattoo3009@outlook.com,"abstracto, Acuarela, Fantasía, Realismo",Rosa
,http://latatuadora.com/wp-content/uploads/2017/06/18880220_963430157133066_7420916120448407358_o.jpg,menjurje_dg@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114562_1537532156311348_2027888326_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114562_1537519302979300_652933688_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114557_1537519646312599_1158678357_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114531_1537521552979075_851442941_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114530_1537519582979272_1325033347_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114499_1537529346311629_119816592_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114497_1537525616312002_1412215847_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114486_1537518272979403_53517257_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114468_1537528202978410_1268342574_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114436_1537521289645768_789251512_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114431_1537519322979298_501268857_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114421_1537525599645337_1383946862_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114400_1537522372978993_329623511_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114396_1537518226312741_1545097347_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114392_1537518762979354_1762689181_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114383_1537522356312328_683897390_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114383_1537521412979089_261103672_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114373_1537532232978007_282370004_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19114345_1537519052979325_1496905573_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19113487_1537518212979409_98852593_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19113475_1537519106312653_853160383_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19113454_1537525629645334_854059534_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19113443_1537524202978810_673693408_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19113432_1537519286312635_138017422_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19113425_1537521479645749_427077144_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19113386_1537524189645478_1296556369_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19113362_1537531039644793_1367357429_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19113350_1537522332978997_1061105172_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19113350_1537519022979328_292831494_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19075230_1537519082979322_1972237814_n.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/16443572_1385544484843450_292357719_n-1.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/16402227_1385544604843438_73426289_n.jpg,mendoza_as13@hotmail.com,,
"Blackwork, Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/06/16359171_1385544648176767_1210747226_n-1.jpg,mendoza_as13@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/FB_IMG_1478381920662.jpg,mendoza_as13@hotmail.com,,Time
,http://latatuadora.com/wp-content/uploads/2017/06/FB_IMG_1478381887976.jpg,mendoza_as13@hotmail.com,,Love
,http://latatuadora.com/wp-content/uploads/2017/06/FB_IMG_1478381878926.jpg,mendoza_as13@hotmail.com,,Dualidad
,http://latatuadora.com/wp-content/uploads/2017/06/FB_IMG_1478381860234.jpg,mendoza_as13@hotmail.com,"Latino, Religioso",Espiritu santo
tatuaje,http://latatuadora.com/wp-content/uploads/2017/06/FB_IMG_1478381841404.jpg,mendoza_as13@hotmail.com,Acuarela,
,http://latatuadora.com/wp-content/uploads/2017/06/19238679_10209545685068889_1888166477_o.jpg,uselessmodetattoo87@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19238569_10209545681788807_1125043959_o.jpg,uselessmodetattoo87@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/19179579_10209545683948861_744723035_o.jpg,uselessmodetattoo87@hotmail.com,,
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/06/skull.jpg,jolly_rogers_tattoo@outlook.com,"Animal, Skull",CRANEO TENTACULOS
Acuarela,http://latatuadora.com/wp-content/uploads/2017/06/9E7C7651-FBFC-42FB-B734-F5B915C94B23-1.png,jolly_rogers_tattoo@outlook.com,Acuarela,Jellyfish
Blackwork,http://latatuadora.com/wp-content/uploads/2017/06/5C31BAA5-FE75-490B-80CD-1BD8D5AF4932-1.png,jolly_rogers_tattoo@outlook.com,abstracto,Blackwork Tree
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/06/IMG_4887.jpg,jolly_rogers_tattoo@outlook.com,"Realismo, Religioso",Ganesh
"estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/06/IMG_5937.jpg,jolly_rogers_tattoo@outlook.com,Realismo,Tigre
"estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/06/IMG_2695.jpg,jolly_rogers_tattoo@outlook.com,Religioso,Buda
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/06/deneb-viking-crown-puntllismo-by-ivan-1.jpg,jolly_rogers_tattoo@outlook.com,"Celta, Dot Work",Vikingos
"estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/06/ivan-mandala-puntillismo-shadow.jpg,jolly_rogers_tattoo@outlook.com,Dot Work,Flor de la vida
"Acuarela, Berlín, Blackwork, Bosquejo, doctor, estudio, Geométrico, Ilustración, lab, medicina, mexico, mit, rodsa, salud, sangre, tatuaje, Trash polka, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/06/IMG_1277.jpg,monnyaguilera@yahoo.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",Texto con flor
"Acuarela, Berlín, Blackwork, Bosquejo, doctor, estudio, Geométrico, Ilustración, lab, medicina, mexico, mit, rodsa, salud, sangre, tatuaje, Trash polka, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/06/IMG_1236.jpg,monnyaguilera@yahoo.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",Starwars
"Acuarela, Berlín, Blackwork, Bosquejo, doctor, estudio, Geométrico, Ilustración, lab, medicina, mexico, mit, rodsa, salud, sangre, tatuaje, Trash polka, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/06/IMG_0058.jpg,monnyaguilera@yahoo.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",Pez
"Acuarela, Berlín, Blackwork, Bosquejo, doctor, estudio, Geométrico, Ilustración, lab, medicina, mexico, mit, rodsa, salud, sangre, tatuaje, Trash polka, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/06/IMG_1273.jpg,monnyaguilera@yahoo.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",Mano en pecho
"Acuarela, Berlín, Blackwork, Bosquejo, doctor, estudio, Geométrico, Ilustración, lab, medicina, mexico, mit, rodsa, salud, sangre, tatuaje, Trash polka, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/06/IMG_1276.jpg,monnyaguilera@yahoo.com,"Acuarela, Animal, Fantasía, Realismo",Colibrí
"Blackwork, Bosquejo, estudio, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/06/IMG_1103.jpg,monnyaguilera@yahoo.com,"abstracto, Geométrico, Realismo",Rostro puntillismo
Blackwork,http://latatuadora.com/wp-content/uploads/2017/06/IMG_0061.jpg,monnyaguilera@yahoo.com,"Animal, Realismo",Huella perro
"Blackwork, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/06/IMG_0378.jpg,monnyaguilera@yahoo.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",Firma
"Acuarela, Berlín, Blackwork, Bosquejo, doctor, estudio, Geométrico, Ilustración, lab, medicina, mexico, mit, rodsa, salud, sangre, tatuaje, Trash polka, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/06/IMG_1119.jpg,monnyaguilera@yahoo.com,"abstracto, Geométrico, Skull",Cráneo barbón
